307021.517,6194446.571
306917.042,6194509.338
306884.252,6194525.313
306849.780,6194517.746
306819.512,6194506.816
306786.722,6194515.223
306718.619,6194521.109
306688.351,6194538.765
306679.102,6194568.192
306645.429,6194606.666
306578.468,6194652.153
306518.581,6194654.919
306465.545,6194728.781
306375.690,6194811.510
306314.183,6194829.052
306274.660,6194838.570
306237.694,6194861.624
306237.694,6194884.325
306221.719,6194901.140
306197.565,6194918.690
306193.585,6194944.522
306188.601,6194975.043
306155.298,6195017.168
306128.813,6195036.786
306049.780,6195046.315
305982.518,6195049.117
305980.836,6195036.786
306049.220,6195028.939
306112.558,6195020.531
306141.705,6195001.473
306167.489,6194979.052
306177.054,6194926.811
306187.961,6194899.898
306201.458,6194884.688
306210.088,6194857.420
306219.617,6194837.241
306237.554,6194824.910
306290.803,6194808.094
306323.202,6194802.920
306372.639,6194775.584
306416.359,6194711.685
306452.232,6194669.646
306493.887,6194633.190
306580.961,6194626.185
306650.235,6194574.498
306669.854,6194543.670
306674.898,6194522.370
306688.351,6194510.599
306702.924,6194507.797
306784.059,6194498.968
306835.627,6194490.561
306863.650,6194496.190
306881.029,6194505.134
306898.966,6194497.847
306938.762,6194474.866
306958.381,6194455.808
307016.254,6194422.738
307077.249,6194386.178
307089.677,6194390.539
307021.517,6194446.571
