306475.330,6193650.475
306451.882,6193633.964
306423.482,6193613.038
306408.535,6193608.554
306392.093,6193611.917
306379.388,6193609.301
306360.331,6193594.727
306338.284,6193580.528
306318.852,6193576.417
306295.310,6193585.385
306275.879,6193582.396
306260.932,6193569.317
306251.216,6193562.965
306236.643,6193568.570
306225.433,6193577.538
306210.112,6193568.570
306176.200,6193536.620
306157.143,6193516.442
306143.317,6193509.715
306119.775,6193510.836
306098.475,6193523.542
306080.165,6193526.905
306060.360,6193524.663
306036.444,6193522.794
306002.813,6193523.168
305984.877,6193529.894
305959.280,6193546.896
305899.491,6193568.944
305843.813,6193590.991
305832.976,6193596.596
305821.392,6193599.212
305807.192,6193604.443
305788.508,6193616.027
305776.924,6193628.732
305769.451,6193632.095
305747.030,6193620.511
305735.352,6193613.505
305696.490,6193611.636
305669.959,6193597.437
305653.890,6193586.974
305645.786,6193586.156
305634.576,6193598.114
305623.366,6193610.072
305608.792,6193613.061
305591.603,6193613.061
305573.293,6193625.392
305555.730,6193634.734
305534.056,6193635.108
305498.557,6193639.219
305476.136,6193639.219
305460.068,6193632.866
305445.494,6193625.766
305431.295,6193625.019
305425.689,6193628.008
305425.752,6193654.477
305420.520,6193669.673
305407.815,6193685.866
305388.882,6193693.589
305370.198,6193693.091
305356.496,6193688.357
305335.384,6193689.478
305316.201,6193687.984
305288.798,6193688.980
305270.363,6193689.728
305251.181,6193687.485
305243.459,6193682.254
305236.981,6193673.286
305234.739,6193664.566
305240.718,6193663.570
305249.936,6193679.265
305263.886,6193684.496
305282.570,6193684.496
305308.977,6193682.005
305331.896,6193683.749
305354.068,6193684.247
305367.769,6193686.240
305382.965,6193687.984
305395.920,6193685.742
305406.632,6193679.763
305413.607,6193671.542
305419.586,6193658.089
305420.582,6193641.398
305423.323,6193625.455
305432.291,6193619.476
305447.238,6193620.223
305464.677,6193625.953
305482.364,6193631.683
305501.795,6193632.181
305523.220,6193630.935
305554.858,6193627.448
305573.293,6193617.234
305592.662,6193605.401
305611.595,6193604.404
305622.556,6193601.415
305632.770,6193589.208
305642.984,6193580.489
305653.447,6193579.990
305663.910,6193584.973
305680.601,6193592.197
305702.274,6193601.664
305737.275,6193606.273
305766.173,6193618.978
305776.387,6193616.237
305790.587,6193602.038
305813.755,6193593.069
305843.151,6193582.855
305920.129,6193549.972
305963.725,6193532.533
305980.167,6193521.572
305995.612,6193514.348
306012.552,6193513.600
306045.934,6193511.607
306070.846,6193516.839
306088.783,6193514.348
306109.709,6193507.870
306120.421,6193503.884
306146.672,6193501.082
306166.103,6193507.808
306179.057,6193524.748
306201.229,6193543.183
306216.924,6193557.383
306226.141,6193562.614
306239.344,6193552.650
306249.060,6193547.418
306258.277,6193549.660
306270.982,6193562.863
306290.663,6193572.828
306309.596,6193570.088
306321.118,6193567.036
306352.258,6193570.524
306386.138,6193587.713
306402.580,6193594.190
306422.758,6193595.934
306441.193,6193602.162
306456.888,6193610.134
306473.080,6193620.846
306490.141,6193633.760
306475.330,6193650.475
