306142.141,6193931.019
306111.538,6193929.022
306073.797,6193900.249
306060.718,6193865.870
306055.486,6193849.055
306040.166,6193829.624
306001.116,6193814.209
305951.510,6193788.145
305948.147,6193843.637
305927.200,6193878.700
305928.996,6193894.924
305881.140,6193936.660
305844.918,6193955.086
305840.060,6193971.902
305802.319,6193987.596
305768.781,6193994.509
305736.645,6194006.094
305710.861,6194022.909
305695.166,6194019.172
305661.162,6194021.788
305643.225,6194037.856
305607.352,6194064.014
305569.237,6194102.129
305534.858,6194121.187
305503.749,6194126.231
305469.745,6194147.905
305433.124,6194173.689
305403.603,6194191.625
305382.677,6194198.351
305380.435,6194187.515
305418.551,6194165.468
305450.313,6194147.905
305492.165,6194121.373
305511.223,6194113.526
305537.007,6194109.789
305560.549,6194096.711
305580.727,6194077.279
305602.401,6194052.990
305633.100,6194020.300
305662.189,6194008.896
305698.810,6194006.280
305719.362,6194003.665
305738.793,6193989.963
305775.663,6193981.244
305820.255,6193972.026
305835.452,6193960.816
305841.929,6193945.371
305867.090,6193931.918
305888.514,6193921.704
305909.938,6193901.277
305919.405,6193887.824
305920.900,6193880.351
305929.307,6193855.937
305933.792,6193829.032
305931.799,6193797.394
305939.770,6193774.475
305953.970,6193767.250
305976.391,6193778.212
306046.643,6193824.548
306067.320,6193855.376
306082.516,6193896.730
306103.442,6193912.425
306124.866,6193922.140
306140.563,6193921.709
306142.141,6193931.019
